Date,Current(mA),Power(mW),Is_Active,Tactic
2019-6-3T0:2:8:764,408.87,2075.92,1,1
2019-6-3T0:2:8:869,409.72,2180.64,1,1
2019-6-3T0:2:8:979,413.26,2075.92,1,1
2019-6-3T0:2:9:84,412.72,2091.32,1,1
2019-6-3T0:2:9:190,416.11,2117.50,1,1
2019-6-3T0:2:9:295,531.22,2711.94,1,1
2019-6-3T0:2:9:401,549.63,2747.36,1,1
2019-6-3T0:2:9:506,480.17,2154.46,1,1
2019-6-3T0:2:9:612,416.42,2102.10,1,1
2019-6-3T0:2:9:717,418.19,2089.78,1,1
2019-6-3T0:2:9:823,413.41,2074.38,1,1
2019-6-3T0:2:9:928,318.55,1655.50,1,1
2019-6-3T0:2:10:34,319.93,1632.40,1,1
2019-6-3T0:2:10:140,317.24,1632.40,1,1
2019-6-3T0:2:10:246,320.32,1814.12,1,1
2019-6-3T0:2:10:351,330.02,1593.90,1,1
2019-6-3T0:2:10:457,319.40,1627.78,1,1
2019-6-3T0:2:10:563,313.77,1632.40,1,1
2019-6-3T0:2:10:668,316.93,1612.38,1,1
2019-6-3T0:2:10:774,319.93,1640.10,1,1
2019-6-3T0:2:10:880,316.62,1627.78,1,1
2019-6-3T0:2:10:985,319.32,1627.78,1,1
2019-6-3T0:2:11:91,320.70,1644.72,1,1
2019-6-3T0:2:11:196,319.70,1629.32,1,1
2019-6-3T0:2:11:302,319.40,1627.78,1,1
2019-6-3T0:2:11:408,327.02,1706.32,1,1
2019-6-3T0:2:11:513,320.09,1644.72,1,1
2019-6-3T0:2:11:619,317.70,1660.12,1,1
2019-6-3T0:2:11:725,320.24,1632.40,1,1
2019-6-3T0:2:11:831,314.62,1629.32,1,1
2019-6-3T0:2:11:936,321.32,1635.48,1,1
2019-6-3T0:2:12:42,317.70,1683.22,1,1
2019-6-3T0:2:12:148,319.32,1640.10,1,1
2019-6-3T0:2:12:253,326.94,1623.16,1,1
2019-6-3T0:2:12:359,324.09,1635.48,1,1
2019-6-3T0:2:12:465,324.09,1629.32,1,1
2019-6-3T0:2:12:570,318.93,1620.08,1,1
2019-6-3T0:2:12:676,341.88,1627.78,1,1
2019-6-3T0:2:12:781,320.40,1629.32,1,1
2019-6-3T0:2:12:887,319.01,1629.32,1,1
2019-6-3T0:2:12:993,318.24,1620.08,1,1
2019-6-3T0:2:13:98,319.63,1627.78,1,1
2019-6-3T0:2:13:204,408.72,2066.68,1,1
2019-6-3T0:2:13:310,411.41,2071.30,1,1
2019-6-3T0:2:13:416,416.80,2075.92,1,1
2019-6-3T0:2:13:521,424.19,2069.76,1,1
2019-6-3T0:2:13:627,411.49,2079.00,1,1
2019-6-3T0:2:13:733,409.18,2075.92,1,1
2019-6-3T0:2:13:838,411.18,2083.62,1,1
2019-6-3T0:2:13:944,426.27,2089.78,1,1
2019-6-3T0:2:14:50,412.26,2134.44,1,1
2019-6-3T0:2:14:155,410.56,2071.30,1,1
2019-6-3T0:2:14:261,412.26,2091.32,1,1
2019-6-3T0:2:14:366,414.49,2117.50,1,1
2019-6-3T0:2:14:472,456.07,2225.30,1,1
2019-6-3T0:2:14:578,416.80,2086.70,1,1
2019-6-3T0:2:14:683,412.57,2299.22,1,1
2019-6-3T0:2:14:789,441.21,2091.32,1,1
2019-6-3T0:2:14:895,413.95,2082.08,1,1
2019-6-3T0:2:15:1,412.95,2094.40,1,1
2019-6-3T0:2:15:106,411.41,2082.08,1,1
2019-6-3T0:2:15:212,415.49,2099.02,1,1
2019-6-3T0:2:15:317,409.41,2106.72,1,1
2019-6-3T0:2:15:423,414.80,2079.00,1,1
2019-6-3T0:2:15:529,409.95,2074.38,1,1
2019-6-3T0:2:15:634,411.87,2137.52,1,1
2019-6-3T0:2:15:740,411.56,2082.08,1,1
2019-6-3T0:2:15:846,423.81,2102.10,1,1
2019-6-3T0:2:15:951,415.65,2091.32,1,1
2019-6-3T0:2:16:57,542.54,2687.30,1,1
2019-6-3T0:2:16:163,426.12,2071.30,1,1
2019-6-3T0:2:16:268,411.10,2082.08,1,1
2019-6-3T0:2:16:374,423.50,2102.10,1,1
2019-6-3T0:2:16:480,423.11,2091.32,1,1
2019-6-3T0:2:16:586,410.10,2046.66,1,1
2019-6-3T0:2:16:691,432.28,2082.08,1,1
2019-6-3T0:2:16:797,409.87,2074.38,1,1
2019-6-3T0:2:16:902,433.28,2103.64,1,1
2019-6-3T0:2:17:8,410.10,2099.02,1,1
2019-6-3T0:2:17:114,412.87,2086.70,1,1
2019-6-3T0:2:17:219,424.50,2139.06,1,1
2019-6-3T0:2:17:325,411.87,2102.10,1,1
2019-6-3T0:2:17:431,410.72,2082.08,1,1
2019-6-3T0:2:17:536,412.26,2089.78,1,1
2019-6-3T0:2:17:642,410.18,2074.38,1,1
2019-6-3T0:2:17:748,411.95,2083.62,1,1
2019-6-3T0:2:17:853,409.72,2082.08,1,1
2019-6-3T0:2:17:959,412.10,2097.48,1,1
2019-6-3T0:2:18:65,412.26,2083.62,1,1
2019-6-3T0:2:18:170,409.56,2079.00,1,1
2019-6-3T0:2:18:276,407.56,2075.92,1,1
2019-6-3T0:2:18:382,410.87,2058.98,1,1
2019-6-3T0:2:18:488,413.41,2117.50,1,1
2019-6-3T0:2:18:593,409.02,2091.32,1,1
2019-6-3T0:2:18:699,411.49,2111.34,1,1
2019-6-3T0:2:18:805,470.78,2205.28,1,1
2019-6-3T0:2:18:910,413.41,2125.20,1,1
2019-6-3T0:2:19:16,455.61,2465.54,1,1
2019-6-3T0:2:19:122,328.40,1864.94,1,1
2019-6-3T0:2:19:227,358.28,1680.14,1,1
2019-6-3T0:2:19:333,369.52,1734.04,1,1
2019-6-3T0:2:19:439,328.10,1874.18,1,1
2019-6-3T0:2:19:544,350.97,1715.56,1,1
2019-6-3T0:2:19:650,333.49,1692.46,1,1
2019-6-3T0:2:19:756,331.41,1861.86,1,1
2019-6-3T0:2:19:861,367.60,1700.16,1,1
2019-6-3T0:2:19:967,324.71,1690.92,1,1
2019-6-3T0:2:20:73,333.10,1589.28,1,1
2019-6-3T0:2:20:178,306.69,1549.24,1,1
2019-6-3T0:2:20:284,309.69,1566.18,1,1
2019-6-3T0:2:20:389,304.15,1553.86,1,1
2019-6-3T0:2:20:495,303.30,1549.24,1,1
2019-6-3T0:2:20:601,302.15,1561.56,1,1
2019-6-3T0:2:20:706,301.22,1524.60,1,1
2019-6-3T0:2:20:812,305.69,1703.24,1,1
2019-6-3T0:2:20:918,310.54,1564.64,1,1
2019-6-3T0:2:21:23,325.17,1580.04,1,1
2019-6-3T0:2:21:129,298.68,1526.14,1,1
2019-6-3T0:2:21:235,312.23,1573.88,1,1
2019-6-3T0:2:21:341,309.39,1587.74,1,1
2019-6-3T0:2:21:446,331.64,1581.58,1,1
2019-6-3T0:2:21:552,313.77,1600.06,1,1
2019-6-3T0:2:21:658,326.48,1609.30,1,1
2019-6-3T0:2:21:763,314.78,1615.46,1,1
2019-6-3T0:2:21:869,293.29,1735.58,1,1
2019-6-3T0:2:21:975,305.38,1576.96,1,1
2019-6-3T0:2:22:80,304.00,1544.62,1,1
2019-6-3T0:2:22:186,305.92,1561.56,1,1
2019-6-3T0:2:22:292,307.00,1560.02,1,1
2019-6-3T0:2:22:397,306.61,1536.92,1,1
2019-6-3T0:2:22:503,307.69,1561.56,1,1
2019-6-3T0:2:22:609,305.54,1587.74,1,1
2019-6-3T0:2:22:714,344.57,1538.46,1,1
2019-6-3T0:2:22:820,337.03,1564.64,1,1
2019-6-3T0:2:22:925,321.09,1566.18,1,1
2019-6-3T0:2:23:31,305.00,1561.56,1,1
2019-6-3T0:2:23:137,290.21,1510.74,1,1
2019-6-3T0:2:23:242,297.68,1524.60,1,1
2019-6-3T0:2:23:348,357.13,1794.10,1,1
2019-6-3T0:2:23:454,323.94,1663.20,1,1
2019-6-3T0:2:23:560,320.70,2174.48,1,1
2019-6-3T0:2:23:665,475.40,2359.28,1,1
2019-6-3T0:2:23:771,323.01,1657.04,1,1
2019-6-3T0:2:23:877,330.48,1707.86,1,1
2019-6-3T0:2:23:982,315.93,1758.68,1,1
2019-6-3T0:2:24:88,330.41,1601.60,1,1
2019-6-3T0:2:24:194,298.68,1524.60,1,1
2019-6-3T0:2:24:299,295.68,1513.82,1,1
2019-6-3T0:2:24:405,311.93,1573.88,1,1
2019-6-3T0:2:24:511,295.45,1510.74,1,1
2019-6-3T0:2:24:616,321.40,1584.66,1,1
2019-6-3T0:2:24:722,295.91,1513.82,1,1
2019-6-3T0:2:24:827,295.45,1510.74,1,1
2019-6-3T0:2:24:933,310.85,1581.58,1,1
2019-6-3T0:2:25:39,305.23,1650.88,1,1
2019-6-3T0:2:25:144,300.92,1524.60,1,1
2019-6-3T0:2:25:250,296.22,1513.82,1,1
2019-6-3T0:2:25:356,299.14,1529.22,1,1
2019-6-3T0:2:25:461,312.70,1596.98,1,1
2019-6-3T0:2:25:567,307.15,1556.94,1,1
2019-6-3T0:2:25:673,297.45,1529.22,1,1
2019-6-3T0:2:25:778,303.84,1587.74,1,1
2019-6-3T0:2:25:884,300.99,1580.04,1,1
2019-6-3T0:2:25:990,300.30,1561.56,1,1
2019-6-3T0:2:26:95,307.61,1546.16,1,1
2019-6-3T0:2:26:201,306.00,1541.54,1,1
2019-6-3T0:2:26:306,310.70,1553.86,1,1
2019-6-3T0:2:26:412,297.99,1549.24,1,1
2019-6-3T0:2:26:518,300.84,1541.54,1,1
2019-6-3T0:2:26:623,314.54,1601.60,1,1
2019-6-3T0:2:26:729,307.69,1587.74,1,1
2019-6-3T0:2:26:835,393.78,1774.08,1,1
2019-6-3T0:2:26:940,309.31,1664.74,1,1
2019-6-3T0:2:27:46,317.70,1623.16,1,1
2019-6-3T0:2:27:152,310.39,1556.94,1,1
2019-6-3T0:2:27:257,331.79,1581.58,1,1
2019-6-3T0:2:27:363,307.61,1734.04,1,1
2019-6-3T0:2:27:468,345.58,1609.30,1,1
2019-6-3T0:2:27:574,307.31,1640.10,1,1
2019-6-3T0:2:27:680,316.39,1580.04,1,1
2019-6-3T0:2:27:785,308.23,1703.24,1,1
2019-6-3T0:2:27:891,309.08,1569.26,1,1
2019-6-3T0:2:27:997,306.23,1552.32,1,1
2019-6-3T0:2:28:102,306.38,1710.94,1,1
2019-6-3T0:2:28:208,318.01,1604.68,1,1
2019-6-3T0:2:28:313,304.23,1758.68,1,1
2019-6-3T0:2:28:419,334.72,1566.18,1,1
2019-6-3T0:2:28:525,304.15,1644.72,1,1
2019-6-3T0:2:28:631,306.15,1566.18,1,1
2019-6-3T0:2:28:737,320.47,1576.96,1,1
2019-6-3T0:2:28:842,340.88,1601.60,1,1
2019-6-3T0:2:28:948,325.40,1580.04,1,1
2019-6-3T0:2:29:53,319.32,1572.34,1,1
2019-6-3T0:2:29:159,307.85,1652.42,1,1
2019-6-3T0:2:29:265,335.49,1572.34,1,1
2019-6-3T0:2:29:370,361.90,1995.84,1,1
2019-6-3T0:2:29:476,329.17,1580.04,1,1
2019-6-3T0:2:29:582,313.08,1566.18,1,1
2019-6-3T0:2:29:687,305.69,1664.74,1,1
2019-6-3T0:2:29:793,303.15,1690.92,1,1
2019-6-3T0:2:29:899,346.81,1549.24,1,1
2019-6-3T0:2:30:4,306.61,1675.52,1,1
2019-6-3T0:2:30:110,305.92,1553.86,1,1
2019-6-3T0:2:30:216,343.80,1552.32,1,1
2019-6-3T0:2:30:321,313.70,1627.78,1,1
2019-6-3T0:2:30:427,322.78,1715.56,1,1
2019-6-3T0:2:30:532,312.08,1572.34,1,1
2019-6-3T0:2:30:638,325.09,1576.96,1,1
2019-6-3T0:2:30:744,325.17,1647.80,1,1
2019-6-3T0:2:30:849,336.72,1604.68,1,1
2019-6-3T0:2:30:955,318.01,1573.88,1,1
2019-6-3T0:2:31:60,330.02,1561.56,1,1
2019-6-3T0:2:31:166,308.69,1690.92,1,1
2019-6-3T0:2:31:272,346.50,1564.64,1,1
2019-6-3T0:2:31:377,317.55,1623.16,1,1
2019-6-3T0:2:31:483,347.27,1564.64,1,1
2019-6-3T0:2:31:589,340.57,1948.10,1,1
2019-6-3T0:2:31:695,339.88,1690.92,1,1
2019-6-3T0:2:31:800,345.11,1600.06,1,1
2019-6-3T0:2:31:906,297.30,1510.74,1,1
2019-6-3T0:2:32:12,311.00,1758.68,1,1
2019-6-3T0:2:32:117,295.68,1509.20,1,1
2019-6-3T0:2:32:223,376.91,1791.02,1,1
2019-6-3T0:2:32:328,295.53,1593.90,1,1
2019-6-3T0:2:32:434,318.63,1538.46,1,1
2019-6-3T0:2:32:540,297.30,1521.52,1,1
2019-6-3T0:2:32:645,292.91,1501.50,1,1
2019-6-3T0:2:32:751,297.91,1518.44,1,1
2019-6-3T0:2:32:857,296.14,1509.20,1,1
2019-6-3T0:2:32:962,344.19,1576.96,1,1
2019-6-3T0:2:33:68,294.22,1501.50,1,1
2019-6-3T0:2:33:174,294.45,1663.20,1,1
2019-6-3T0:2:33:279,296.45,1516.90,1,1
2019-6-3T0:2:33:385,317.24,1620.08,1,1
2019-6-3T0:2:33:490,304.30,1584.66,1,1
2019-6-3T0:2:33:596,303.84,1536.92,1,1
2019-6-3T0:2:33:702,300.92,1569.26,1,1
2019-6-3T0:2:33:808,303.69,1581.58,1,1
2019-6-3T0:2:33:913,298.30,1566.18,1,1
2019-6-3T0:2:34:19,312.00,1593.90,1,1
2019-6-3T0:2:34:125,308.38,1738.66,1,1
2019-6-3T0:2:34:230,314.93,1580.04,1,1
2019-6-3T0:2:34:336,336.10,1566.18,1,1
2019-6-3T0:2:34:442,300.45,1521.52,1,1
2019-6-3T0:2:34:548,313.24,1707.86,1,1
2019-6-3T0:2:34:653,304.84,1700.16,1,1
2019-6-3T0:2:34:759,321.09,1561.56,1,1
2019-6-3T0:2:34:865,304.23,1560.02,1,1
2019-6-3T0:2:34:970,308.62,1695.54,1,1
2019-6-3T0:2:35:76,335.18,1566.18,1,1
2019-6-3T0:2:35:182,323.40,1580.04,1,1
2019-6-3T0:2:35:287,311.08,1635.48,1,1
2019-6-3T0:2:35:393,330.18,1640.10,1,1
2019-6-3T0:2:35:498,303.84,1541.54,1,1
2019-6-3T0:2:35:604,278.12,1392.16,0,0
2019-6-3T0:2:36:610,270.12,1384.46,0,0
2019-6-3T0:2:37:615,337.80,1698.62,1,1
2019-6-3T0:2:37:721,335.72,1726.34,0,0
2019-6-3T0:2:38:727,272.89,1399.86,0,0
2019-6-3T0:2:39:733,273.89,1402.94,0,0
2019-6-3T0:2:40:739,292.29,1422.96,0,0
2019-6-3T0:2:41:744,272.19,1392.16,0,0
2019-6-3T0:2:42:750,269.73,1384.46,0,0
2019-6-3T0:2:43:756,271.66,1390.62,0,0
2019-6-3T0:2:44:762,271.66,1392.16,0,0
2019-6-3T0:2:45:768,273.89,1398.32,0,0
2019-6-3T0:2:46:774,272.04,1392.16,0,0
2019-6-3T0:2:47:779,271.89,1395.24,0,0
2019-6-3T0:2:48:785,268.73,1378.30,0,0
2019-6-3T0:2:49:791,271.50,1387.54,0,0
2019-6-3T0:2:50:797,267.19,1364.44,0,0
2019-6-3T0:2:51:802,269.19,1419.88,0,0
2019-6-3T0:2:52:808,267.73,1372.14,0,0
2019-6-3T0:2:53:814,273.35,1395.24,0,0
2019-6-3T0:2:54:820,291.21,1489.18,0,0
2019-6-3T0:2:55:826,270.42,1382.92,0,0
2019-6-3T0:2:56:831,268.50,1367.52,0,0
2019-6-3T0:2:57:839,269.42,1430.66,0,0
2019-6-3T0:2:58:845,269.35,1375.22,0,0
2019-6-3T0:2:59:850,334.41,1644.72,0,0
2019-6-3T0:3:0:856,268.04,1378.30,0,0
2019-6-3T0:3:1:862,321.71,1678.60,0,0
2019-6-3T0:3:2:868,266.96,1372.14,0,0
2019-6-3T0:3:3:873,291.44,1481.48,0,0
2019-6-3T0:3:4:879,269.73,1415.26,0,0
2019-6-3T0:3:5:885,270.12,1384.46,0,0
2019-6-3T0:3:6:891,274.66,1379.84,0,0
2019-6-3T0:3:7:897,270.12,1382.92,0,0
2019-6-3T0:3:8:903,294.52,1510.74,0,0
2019-6-3T0:3:9:908,274.74,1406.02,0,0
2019-6-3T0:3:10:914,272.81,1395.24,0,0
2019-6-3T0:3:11:920,272.81,1392.16,0,0
2019-6-3T0:3:12:926,272.81,1399.86,0,0
2019-6-3T0:3:13:931,274.89,1384.46,0,0
2019-6-3T0:3:14:937,272.04,1392.16,0,0
2019-6-3T0:3:15:943,270.81,1384.46,0,0
2019-6-3T0:3:16:949,270.35,1418.34,0,0
2019-6-3T0:3:17:955,270.81,1384.46,0,0
2019-6-3T0:3:18:960,279.51,1379.84,0,0
2019-6-3T0:3:19:966,269.35,1382.92,0,0
2019-6-3T0:3:20:972,271.89,1392.16,0,0
2019-6-3T0:3:21:978,270.35,1387.54,0,0
2019-6-3T0:3:22:983,271.81,1390.62,0,0
2019-6-3T0:3:23:989,271.42,1399.86,0,0
2019-6-3T0:3:24:995,271.66,1390.62,0,0
2019-6-3T0:3:26:1,271.81,1392.16,0,0
2019-6-3T0:3:27:7,270.19,1387.54,0,0
2019-6-3T0:3:28:12,272.43,1398.32,0,0
2019-6-3T0:3:29:18,269.96,1379.84,0,0
2019-6-3T0:3:30:24,269.42,1379.84,0,0
2019-6-3T0:3:31:30,271.81,1399.86,0,0
2019-6-3T0:3:32:35,272.73,1395.24,0,0
2019-6-3T0:3:33:41,272.19,1395.24,0,0
2019-6-3T0:3:34:47,272.89,1392.16,0,0
2019-6-3T0:3:35:53,272.66,1442.98,0,0
2019-6-3T0:3:36:58,271.12,1419.88,0,0
2019-6-3T0:3:37:64,271.89,1390.62,0,0
2019-6-3T0:3:38:70,271.89,1395.24,0,0
2019-6-3T0:3:39:76,267.04,1367.52,0,0
2019-6-3T0:3:40:82,269.73,1379.84,0,0
2019-6-3T0:3:41:87,274.20,1370.60,0,0
2019-6-3T0:3:42:93,269.35,1395.24,0,0
2019-6-3T0:3:43:99,269.73,1382.92,0,0
2019-6-3T0:3:44:105,267.50,1372.14,0,0
2019-6-3T0:3:45:111,269.73,1379.84,0,0
2019-6-3T0:3:46:116,266.11,1364.44,0,0
2019-6-3T0:3:47:122,268.65,1382.92,0,0
2019-6-3T0:3:48:128,269.73,1379.84,0,0
2019-6-3T0:3:49:134,267.96,1378.30,0,0
2019-6-3T0:3:50:140,269.35,1370.60,0,0
2019-6-3T0:3:51:145,269.35,1379.84,0,0
2019-6-3T0:3:52:151,274.43,1378.30,0,0
2019-6-3T0:3:53:157,269.35,1387.54,0,0
2019-6-3T0:3:54:163,269.35,1379.84,0,0
2019-6-3T0:3:55:169,268.73,1398.32,0,0
2019-6-3T0:3:56:174,267.65,1364.44,0,0
2019-6-3T0:3:57:180,270.81,1367.52,0,0
2019-6-3T0:3:58:186,268.81,1378.30,0,0
2019-6-3T0:3:59:192,269.04,1378.30,0,0
2019-6-3T0:4:0:197,266.42,1359.82,0,0
2019-6-3T0:4:1:203,269.19,1375.22,0,0
2019-6-3T0:4:2:209,266.96,1382.92,0,0
2019-6-3T0:4:3:215,271.35,1384.46,0,0
2019-6-3T0:4:4:221,417.19,2071.30,0,0
2019-6-3T0:4:5:226,267.96,1367.52,0,0
2019-6-3T0:4:6:232,269.42,1379.84,0,0
2019-6-3T0:4:7:238,269.50,1379.84,0,0
2019-6-3T0:4:8:244,266.04,1364.44,0,0
2019-6-3T0:4:9:249,289.21,1478.40,0,0
2019-6-3T0:4:10:255,271.04,1379.84,0,0
2019-6-3T0:4:11:261,268.11,1415.26,0,0
2019-6-3T0:4:12:267,269.11,1382.92,0,0
2019-6-3T0:4:13:272,269.35,1407.56,0,0
2019-6-3T0:4:14:278,267.11,1367.52,0,0
2019-6-3T0:4:15:284,266.96,1362.90,0,0
2019-6-3T0:4:16:290,267.96,1378.30,0,0
2019-6-3T0:4:17:295,266.34,1407.56,0,0
2019-6-3T0:4:18:301,267.50,1370.60,0,0
2019-6-3T0:4:19:307,265.73,1370.60,0,0
2019-6-3T0:4:20:313,266.11,1362.90,0,0
2019-6-3T0:4:21:318,269.42,1378.30,0,0
2019-6-3T0:4:22:324,267.11,1370.60,0,0
2019-6-3T0:4:23:330,267.34,1370.60,0,0
2019-6-3T0:4:24:336,269.65,1367.52,0,0
2019-6-3T0:4:25:342,269.42,1379.84,0,0
2019-6-3T0:4:26:348,269.35,1379.84,0,0
2019-6-3T0:4:27:353,267.34,1370.60,0,0
2019-6-3T0:4:28:359,269.65,1379.84,0,0
2019-6-3T0:4:29:365,268.96,1375.22,0,0
2019-6-3T0:4:30:371,269.11,1379.84,0,0
2019-6-3T0:4:31:377,276.04,1367.52,0,0
2019-6-3T0:4:32:383,269.35,1378.30,0,0
2019-6-3T0:4:33:388,268.73,1378.30,0,0
2019-6-3T0:4:34:394,268.50,1378.30,0,0
2019-6-3T0:4:35:400,269.19,1378.30,0,0
2019-6-3T0:4:36:406,267.19,1364.44,0,0
2019-6-3T0:4:37:412,267.11,1364.44,0,0
2019-6-3T0:4:38:417,378.38,1929.62,1,1
2019-6-3T0:4:38:523,386.08,1955.80,1,1
2019-6-3T0:4:38:629,387.08,1929.62,1,1
2019-6-3T0:4:38:735,344.04,1727.88,1,1
2019-6-3T0:4:38:840,396.09,1998.92,1,1
2019-6-3T0:4:38:946,405.25,2106.72,1,1
2019-6-3T0:4:39:52,441.06,2157.54,1,1
2019-6-3T0:4:39:158,459.77,2126.74,1,1
2019-6-3T0:4:39:263,421.11,2063.60,1,1
2019-6-3T0:4:39:369,407.71,2229.92,1,1
2019-6-3T0:4:39:474,443.75,2174.48,1,1
2019-6-3T0:4:39:580,370.22,1888.04,1,1
2019-6-3T0:4:39:686,410.87,2122.12,1,1
2019-6-3T0:4:39:791,417.65,2091.32,1,1
2019-6-3T0:4:39:897,416.18,2079.00,1,1
2019-6-3T0:4:40:3,404.48,2220.68,1,1
2019-6-3T0:4:40:108,333.10,1734.04,1,1
2019-6-3T0:4:40:214,331.02,1690.92,1,1
2019-6-3T0:4:40:319,329.17,1734.04,1,1
2019-6-3T0:4:40:425,348.04,1761.76,1,1
2019-6-3T0:4:40:531,389.47,1935.78,1,1
2019-6-3T0:4:40:637,386.46,1952.72,1,1
2019-6-3T0:4:40:742,381.69,1937.32,1,1
2019-6-3T0:4:40:848,396.63,1998.92,1,1
2019-6-3T0:4:40:953,380.61,1937.32,1,1
2019-6-3T0:4:41:59,397.01,1951.18,1,1
2019-6-3T0:4:41:165,350.43,1797.18,1,1
2019-6-3T0:4:41:270,331.79,1678.60,1,1
2019-6-3T0:4:41:376,379.92,1940.40,1,1
2019-6-3T0:4:41:482,380.30,1940.40,1,1
2019-6-3T0:4:41:587,381.92,1960.42,1,1
2019-6-3T0:4:41:693,383.08,1937.32,1,1
2019-6-3T0:4:41:799,388.46,1978.90,1,1
2019-6-3T0:4:41:904,389.08,1952.72,1,1
2019-6-3T0:4:42:10,384.23,1955.80,1,1
2019-6-3T0:4:42:116,388.00,1963.50,1,1
2019-6-3T0:4:42:221,382.92,1975.82,1,1
2019-6-3T0:4:42:327,382.38,1940.40,1,1
2019-6-3T0:4:42:433,381.46,1943.48,1,1
2019-6-3T0:4:42:538,384.61,1960.42,1,1
2019-6-3T0:4:42:644,387.77,1960.42,1,1
2019-6-3T0:4:42:750,399.55,1980.44,1,1
2019-6-3T0:4:42:855,382.61,1951.18,1,1
2019-6-3T0:4:42:961,393.78,1960.42,1,1
2019-6-3T0:4:43:66,387.77,2035.88,1,1
2019-6-3T0:4:43:172,381.61,1937.32,1,1
2019-6-3T0:4:43:278,381.07,1935.78,1,1
2019-6-3T0:4:43:383,385.62,1980.44,1,1
2019-6-3T0:4:43:489,378.30,1921.92,1,1
2019-6-3T0:4:43:595,383.61,1932.70,1,1
2019-6-3T0:4:43:701,383.08,1972.74,1,1
2019-6-3T0:4:43:806,381.23,1937.32,1,1
2019-6-3T0:4:43:912,383.92,1952.72,1,1
2019-6-3T0:4:44:18,379.76,1921.92,1,1
2019-6-3T0:4:44:123,465.85,2715.02,1,1
2019-6-3T0:4:44:229,422.58,2162.16,1,1
2019-6-3T0:4:44:335,425.19,2149.84,1,1
2019-6-3T0:4:44:440,427.27,2265.34,1,1
2019-6-3T0:4:44:546,429.97,2159.08,1,1
2019-6-3T0:4:44:651,419.42,2265.34,1,1
2019-6-3T0:4:44:757,424.35,2119.04,1,1
2019-6-3T0:4:44:863,425.66,2126.74,1,1
2019-6-3T0:4:44:968,455.15,2194.50,1,1
2019-6-3T0:4:45:74,462.54,2146.76,1,1
2019-6-3T0:4:45:180,476.40,2228.38,1,1
2019-6-3T0:4:45:286,378.76,1955.80,1,1
2019-6-3T0:4:45:392,382.38,2172.94,1,1
2019-6-3T0:4:45:498,413.41,2103.64,1,1
2019-6-3T0:4:45:603,412.80,2063.60,1,1
2019-6-3T0:4:45:709,432.05,2177.56,1,1
2019-6-3T0:4:45:815,436.28,2180.64,1,1
2019-6-3T0:4:45:921,434.90,2188.34,1,1
2019-6-3T0:4:46:26,430.20,2243.78,1,1
2019-6-3T0:4:46:132,444.06,2152.92,1,1
2019-6-3T0:4:46:238,441.21,2328.48,1,1
2019-6-3T0:4:46:343,412.95,2237.62,1,1
2019-6-3T0:4:46:449,424.81,2356.20,1,1
2019-6-3T0:4:46:555,443.98,2137.52,1,1
2019-6-3T0:4:46:660,441.67,2146.76,1,1
2019-6-3T0:4:46:766,406.56,2114.42,1,1
2019-6-3T0:4:46:872,422.34,2340.80,1,1
2019-6-3T0:4:46:977,422.34,2142.14,1,1
2019-6-3T0:4:47:83,429.89,2240.70,1,1
2019-6-3T0:4:47:189,453.76,2480.94,1,1
2019-6-3T0:4:47:294,389.62,2899.82,1,1
2019-6-3T0:4:47:400,439.52,2202.20,1,1
2019-6-3T0:4:47:506,427.89,2083.62,1,1
2019-6-3T0:4:47:612,429.58,2106.72,1,1
2019-6-3T0:4:47:718,423.96,2192.96,1,1
2019-6-3T0:4:47:824,418.80,1943.48,1,1
2019-6-3T0:4:47:929,385.38,1932.70,1,1
2019-6-3T0:4:48:35,411.49,1971.20,1,1
2019-6-3T0:4:48:141,384.69,2015.86,1,1
2019-6-3T0:4:48:246,387.93,1955.80,1,1
2019-6-3T0:4:48:352,387.39,1952.72,1,1
2019-6-3T0:4:48:458,374.22,2089.78,1,1
2019-6-3T0:4:48:564,374.68,2102.10,1,1
2019-6-3T0:4:48:669,377.38,1991.22,1,1
2019-6-3T0:4:48:775,378.76,1998.92,1,1
2019-6-3T0:4:48:881,387.16,1963.50,1,1
2019-6-3T0:4:48:986,398.86,2035.88,1,1
2019-6-3T0:4:49:92,406.10,1963.50,1,1
2019-6-3T0:4:49:198,399.55,1945.02,1,1
2019-6-3T0:4:49:303,395.01,1948.10,1,1
2019-6-3T0:4:49:409,378.92,1932.70,1,1
2019-6-3T0:4:49:515,387.08,1980.44,1,1
2019-6-3T0:4:49:620,373.37,1932.70,1,1
2019-6-3T0:4:49:726,382.07,2038.96,1,1
2019-6-3T0:4:49:832,384.61,2062.06,1,1
2019-6-3T0:4:49:937,386.00,2089.78,1,1
2019-6-3T0:4:50:43,380.23,2086.70,1,1
2019-6-3T0:4:50:149,346.81,1769.46,1,1
2019-6-3T0:4:50:254,337.72,1920.38,1,1
2019-6-3T0:4:50:360,342.88,1553.86,1,1
2019-6-3T0:4:50:466,337.18,1806.42,1,1
2019-6-3T0:4:50:571,309.31,1560.02,1,1
2019-6-3T0:4:50:677,308.92,1593.90,1,1
2019-6-3T0:4:50:783,392.08,1660.12,1,1
2019-6-3T0:4:50:888,306.00,1821.82,1,1
2019-6-3T0:4:50:994,304.23,1707.86,1,1
2019-6-3T0:4:51:100,330.71,1811.04,1,1
2019-6-3T0:4:51:205,327.71,1720.18,1,1
